Codigo	Armazem	Descricao
GERES59704	07	FECHO FERROLHO REDONDO ACO CROMADO 5
GERES59725	01	FILME PLASTIFICACAO 59X86MM INCOLOR 0,125MM 100 FOLHAS
GERES59725	07	FILME PLASTIFICACAO 59X86MM INCOLOR 0,125MM 100 FOLHAS
GERES60094	01	FITA ADESIVA CREPE PAPEL CREPADO BRANCA 48MM 45M
GERES60094	07	FITA ADESIVA CREPE PAPEL CREPADO BRANCA 48MM 45M
GERES60641	01	INSETICIDA LIQUIDO 4 CIPERMETRINA 1L
GERES60641	07	INSETICIDA LIQUIDO 4 CIPERMETRINA 1L
GERES60761	07	JOGO BROCA SERRA COPO DIAMANTADA 6 PECAS 16 A 51MM
GERES61165	01	KIT REPARO CAIXA ACOPLADA KIT ACIONAMENTO SUPERIOR COMPLETO
GERES61165	07	KIT REPARO CAIXA ACOPLADA KIT ACIONAMENTO SUPERIOR COMPLETO
GERES61528	07	LIMPADOR FERRO P/MOLDE C/D/F/R SOLDA EXOTERMICA
GERES61713	01	LUMINARIA LED PLAFON SOBREPOR 24W BIVOLT QUADRADA 28X28X3CM
GERES61713	07	LUMINARIA LED PLAFON SOBREPOR 24W BIVOLT QUADRADA 28X28X3CM
GERES61714	01	LUMINARIA LED PLAFON SOBREPOR 24W BIVOLT QUADRADA 30X30CM 64
GERES61714	07	LUMINARIA LED PLAFON SOBREPOR 24W BIVOLT QUADRADA 30X30CM 64
GERES61734	01	LUMINARIA PUBLICA LED 159W 23655LM BIVOLT 5000K 524X293X89MM
GERES61805	01	LUVA EMENDA COMPRESSAO COBRE ESTANHADO SEM ISOLACAO 185MM
GERES61805	07	LUVA EMENDA COMPRESSAO COBRE ESTANHADO SEM ISOLACAO 185MM
GERES62186	01	MANGUEIRA CRISTAL PVC INCOLOR 1/4
GERES62186	07	MANGUEIRA CRISTAL PVC INCOLOR 1/4
GERES62424	01	MECANISMO UNIVERSAL CAIXA ACOPLADA ASTRA
GERES62424	07	MECANISMO UNIVERSAL CAIXA ACOPLADA ASTRA
GERES62961	01	PARAFUSO AUTOBROCANTE CABECA CHATA SOBERBA A1020 4,2X25MM
GERES62961	07	PARAFUSO AUTOBROCANTE CABECA CHATA SOBERBA A1020 4,2X25MM
GERES63065	01	PARAFUSOAUTO ATARRAXANTEFENDA CRUZADAACO CARBONOBICROMATIZAD
GERES63065	07	PARAFUSOAUTO ATARRAXANTEFENDA CRUZADAACO CARBONOBICROMATIZAD
GERES63141	01	PASTA SANFONADA PLASTICO A4(330X240MM) 31 DIV COR FUME PLASC
GERES63141	07	PASTA SANFONADA PLASTICO A4(330X240MM) 31 DIV COR FUME PLASC
GERES63190	01	PEDRA GRANITO BIPOLIDO COR PRETO SAO GABRIEL FORNECIMENTO M
GERES63190	07	PEDRA GRANITO BIPOLIDO COR PRETO SAO GABRIEL FORNECIMENTO M
GERES63202	07	PEDRA GRANITO POLIDO PRETO SAO GABRIEL 1,10X0,15M
GERES63329	01	PERFIL U ENRIJECIDO ACO CARBONO GALV LAMINADO 150X60X20MM 6M
GERES63329	07	PERFIL U ENRIJECIDO ACO CARBONO GALV LAMINADO 150X60X20MM 6M
GERES63695	01	PLUGUE FEMEA 2P+T 10A 250V PRETO
GERES63695	07	PLUGUE FEMEA 2P+T 10A 250V PRETO
GERES63808	07	PORTA COPOS(DISPENSER)AGUA 180/200MLPVCBRANCO
GERES64119	01	QUADRO DISTRIBUIAOO MONTADO COMPLETO 16 DISJUNTORES 250A
GERES64119	07	QUADRO DISTRIBUIAOO MONTADO COMPLETO 16 DISJUNTORES 250A
GERES64187	01	REBITADOR MANUAL ACO CABO EMBORRACHADO 2,4 A 4MM
GERES64255	07	REFLETOR LED ALUMINIO CINZA 85/265V 400W 6500K IP67
GERES64402	01	RELE TERMICO 3P CL10 1NA
GERES64423	07	REMOVEDOR TINTA/VERNIZ GEL 4KG
GERES64625	07	ROLDANA ACO CARBONO GALVANIZADO CANAL U 2 ROLAMENTO DUPLO
GERES64687	01	ROLO PINTURA LA CARNEIRO 5X210MM ESMALTE/VERNIZ COM CABO
GERES64687	07	ROLO PINTURA LA CARNEIRO 5X210MM ESMALTE/VERNIZ COM CABO
GERES64784	01	SACOLA PLASTICO BRANCO 60X80CM
GERES64784	07	SACOLA PLASTICO BRANCO 60X80CM
GERES65023	01	SOLVENTE TINTA LIQUIDO 5L
GERES65023	07	SOLVENTE TINTA LIQUIDO 5L
GERES65025	01	SOLVENTETHINNEREMBALAGEM 5L2750ANJO
GERES65025	07	SOLVENTETHINNEREMBALAGEM 5L2750ANJO
GERES65129	01	SUPORTE TV ACO CARBONO PRETO 10 - 55” PROELETRONIC PQST AT55
GERES65129	07	SUPORTE TV ACO CARBONO PRETO 10 - 55” PROELETRONIC PQST AT55
GERES65147	07	SUPORTEUNIVERSALPAREDE/TETOPROJETOR30X25CM15KGGIRO 360INCLIN
GERES65215	01	TAMPA CEGA P/CONDULETE ALUMINIO BITOLA 1/2 E 3/4
GERES65603	01	TERMOHIGROMETRO DIGITAL MINIPA MTH-1300
GERES65603	10	TERMOHIGROMETRO DIGITAL MINIPA MTH-1300
GERES65649	01	TESOURA MULTIUSO ACO INOX CABO PLASTICO 210MM
GERES65649	07	TESOURA MULTIUSO ACO INOX CABO PLASTICO 210MM
GERES65667	01	THINNEREMBALAGEM 5LREDUTOR EXTRA 2002TEMPO
GERES65667	07	THINNEREMBALAGEM 5LREDUTOR EXTRA 2002TEMPO
GERES65678	07	TIJOLOCERAMICO8 FUROS100X200X300MM
GERES65683	01	TINTA ACRILICA ACETINADO BRANCO
GERES65683	07	TINTA ACRILICA ACETINADO BRANCO
GERES65952	07	TINTA EPOXI BRILHANTE VERMELHO 3,6L
GERES65971	01	TINTA EPOXI PRIMER FUNDO BRANCO SEMI-FOSCO INTERNATIONAL EMB
GERES65971	07	TINTA EPOXI PRIMER FUNDO BRANCO SEMI-FOSCO INTERNATIONAL EMB
GERES66047	01	TINTA ESMALTE BRILHANTE VERMELHO
GERES66047	07	TINTA ESMALTE BRILHANTE VERMELHO
GERES66077	07	TINTA ESMALTE SINTETICO ACETINADO PRETO 3,2L
GERES66144	01	TINTA SPRAY ACRILICA BRILHANTE PRATA 400ML
GERES66144	07	TINTA SPRAY ACRILICA BRILHANTE PRATA 400ML
GERES66226	01	TOMADA 2P+T 10A 250V PIAL 615040
GERES66226	07	TOMADA 2P+T 10A 250V PIAL 615040
GERES67136	01	CABO FLEXIVEL
GERES67136	07	CABO FLEXIVEL
GERES67221	01	CHAVE CANHAO ISOLADO 10MM
GERES67221	14	CHAVE CANHAO ISOLADO 10MM
GERES67234	01	CHAVE PHILIPS ISOLADA (1/8 X 06)
GERES67234	06	CHAVE PHILIPS ISOLADA (1/8 X 06)
GERES67234	10	CHAVE PHILIPS ISOLADA (1/8 X 06)
GERES67234	14	CHAVE PHILIPS ISOLADA (1/8 X 06)
GERES67579	01	CONTACTOR 120V
GERES67598	01	COPO DE PAPEL 200ML - CC 2000
GERES67598	07	COPO DE PAPEL 200ML - CC 2000
GERES67846	01	ELETRODO 46 2.5MM
GERES67846	07	ELETRODO 46 2.5MM
GERES69157	01	CAMISA POLO AZUL - TAMANHO P
GERES69222	01	ENVELOPE PARDO GRANDE (24,0 X 34,0) // SEM LOGO
GERES69222	07	ENVELOPE PARDO GRANDE (24,0 X 34,0) // SEM LOGO
GERES69224	01	ENVELOPE PARDO MEDIO (28,0 X 20,0) // SEM LOGO
GERES69224	07	ENVELOPE PARDO MEDIO (28,0 X 20,0) // SEM LOGO
GERES69242	01	FITA ADESIVA LARGA (PP 48MM X 45M ) - TRANSPARENTE
GERES69242	07	FITA ADESIVA LARGA (PP 48MM X 45M ) - TRANSPARENTE
GERES69246	01	FLANELA 28X58 BRANCA - PCT C/ 12
GERES69246	07	FLANELA 28X58 BRANCA - PCT C/ 12
GERES69250	01	GUARDANAPO DE PAPEL (GRANDE) - 31X31 (PCT COM 50)
GERES69250	07	GUARDANAPO DE PAPEL (GRANDE) - 31X31 (PCT COM 50)
GERES69358	01	VISOR PLASTICO CRACHA HORIZONTAL 70X100 S/ PRESILHA PCT 100
GERES69358	07	VISOR PLASTICO CRACHA HORIZONTAL 70X100 S/ PRESILHA PCT 100
GERES69470	01	REABASTECEDOR DE PINCEL ATOMICO - PRETO
GERES69470	07	REABASTECEDOR DE PINCEL ATOMICO - PRETO
GERES69627	01	FITA CREPE 48MM X 50 MT ADELBRAS
GERES69627	07	FITA CREPE 48MM X 50 MT ADELBRAS
GERES69874	01	OCULOS DE SEGURANCA MONOFOCAL POLICARBONATO FUME AZUL
GERES69874	07	OCULOS DE SEGURANCA MONOFOCAL POLICARBONATO FUME AZUL
GERES69941	01	CAPA DE CHUVA G BRASCAMP
GERES69941	10	CAPA DE CHUVA G BRASCAMP
GERES70811	07	ROLDANA GRD NYLON MT13041
GERES71171	07	PORTA CRACHA RETRATIL
GERES71223	01	PROJETOR LED PT 200W 100-277V 5000K 7016896 OSRAM/LEDVANCE
GERES71223	07	PROJETOR LED PT 200W 100-277V 5000K 7016896 OSRAM/LEDVANCE
GERES72240	01	INVOLUCRO FRONTAL/TRASEIRA
GERES72240	07	INVOLUCRO FRONTAL/TRASEIRA
GERES72689	07	KIT DE CHAVE DE PORTAO SIMPLES
GERES72717	01	MASSA ACRILICA 25KG DECORE
GERES72717	07	MASSA ACRILICA 25KG DECORE
GERES72868	07	BARRA DE APOIO  SEGURANCA 80CM MARCH
GERES72948	01	DOBRADICA COMUM 85 COM ANEIS 3 X 2 5 LA FONTE
GERES72948	07	DOBRADICA COMUM 85 COM ANEIS 3 X 2 5 LA FONTE
GERES72954	07	RODIZIO DE SILICONE CHAPA ITALY LINE
GERES73075	01	LAMPADA TUBOLED 9W 840 900LM GLASS 4000K
GERES73075	07	LAMPADA TUBOLED 9W 840 900LM GLASS 4000K
GERES73090	07	LUBRIFICANTE MULT SPRAY 300ML
GERES73326	01	CHAVE DE BOCA 10MM ISOLADA 1000V
GERES73326	10	CHAVE DE BOCA 10MM ISOLADA 1000V
GERES73329	01	CHAVE DE BOCA 13MM ISOLADA 1000V
GERES73329	10	CHAVE DE BOCA 13MM ISOLADA 1000V
GERES73330	01	CHAVE DE BOCA 14MM ISOLADA 1000V
GERES73331	01	CHAVE DE BOCA 15MM ISOLADA 1000V
GERES73551	01	CHAPA DE ACO 5MM X 1220MM X 850MM
GERES73795	01	GRAMPO PARA GRAMPEADOR 26/6 E 24/4
GERES73795	07	GRAMPO PARA GRAMPEADOR 26/6 E 24/4
GERES74028	01	VALVULA TRANSF SELO S4/S5
GERES74408	01	PARAFUSO DRYWALL 13 BROCA ESPACOFIX
GERES74408	07	PARAFUSO DRYWALL 13 BROCA ESPACOFIX
GERES74687	01	MEMBRANA PAINEL
GERES74704	01	CHAPA 20 RETANGULAR 1.200 X 2.000 MM
GERES74933	07	MANDRIL LT151
GERES74995	07	TRANSFORMADOR BIVOLT HYTERA
GERES75142	01	CADEADO 25 MM
GERES75142	06	CADEADO 25 MM
GERES75142	10	CADEADO 25 MM
GERES75972	01	PLAFON LED SOBREPOR 36W BIV 4000K
GERES75972	07	PLAFON LED SOBREPOR 36W BIV 4000K
GERES76143	01	SACO PLASTICO 40 X 60 KG
GERES76172	01	CATALISADOR P MASSA PLASTICA
GERES76172	07	CATALISADOR P MASSA PLASTICA
GERES76195	01	ANTI RESPINGO SPRAY
GERES76195	07	ANTI RESPINGO SPRAY
GERES76196	07	BALDE
GERES76242	01	FILME STRETCH
GERES76242	07	FILME STRETCH
GERES77644	01	PAPEL TOALHA INTERFOLHADO 2D FD 2000FLS IPEL 22 5 X 20 5
GERES77644	07	PAPEL TOALHA INTERFOLHADO 2D FD 2000FLS IPEL 22 5 X 20 5
GERES77751	01	RELE FOTOCELULA SBASE 220 VOLTS
GERES77851	01	SACOLA PLASTICA DESC MEDIA
GERES77932	01	TERMINAL FEMEA 5MM
GERES77932	07	TERMINAL FEMEA 5MM
GERES78321	07	CONJUNTO DE LIMPEZA MOPINHO VERDE
GERES78380	01	CANECA REDUZIDA SCANIA 112
GERES78380	07	CANECA REDUZIDA SCANIA 112
GERES78389	01	TUBO QUADRADO METALON 3MM 50 X 50 COM 6M
GERES78389	07	TUBO QUADRADO METALON 3MM 50 X 50 COM 6M
GERES79218	01	CAMISETA POLO ADMINISTRATIVO MAL MC PT MASC C LOGO G
GERES79670	01	CANALETA AUTOPORTANTE
GERES79670	07	CANALETA AUTOPORTANTE
GERES79761	07	GN LISA 65MM
GERES80276	07	DETERGENTE E DENINFETANTE CLOROCLEAN FOAMY 2X5 LITROS
GERES80353	01	FLANELA AMARELA 28 X 48
GERES80353	07	FLANELA AMARELA 28 X 48
GERES80761	01	TE SOLDAVEL C BUCHA LATAO BOLSA CENTRAL 20 X 20 X 1 2 AZUL
GERES80761	07	TE SOLDAVEL C BUCHA LATAO BOLSA CENTRAL 20 X 20 X 1 2 AZUL
GERES81050	01	ROLO PINTURA LA CONDOR ANTRESPINGO 23 CM
GERES81050	07	ROLO PINTURA LA CONDOR ANTRESPINGO 23 CM
GERES81091	07	PORTA 2 10 X 0 80 LADO DIREITO
GERES81657	01	CAIXA DE ARQUIVO MORTO 24X35X13,5 CM PADRAO
GERES81657	07	CAIXA DE ARQUIVO MORTO 24X35X13,5 CM PADRAO
GERES81768	01	TELHA GALVALUME 0,43MM
GERES81768	07	TELHA GALVALUME 0,43MM
GERES81769	01	PERFIL ENRIJECIDO 100X50X17 2.00MM
GERES81769	07	PERFIL ENRIJECIDO 100X50X17 2.00MM
GERES82338	01	EPOXI AE S CHEIRO 3 6 CINZA CLARO
GERES82338	07	EPOXI AE S CHEIRO 3 6 CINZA CLARO
GERES82449	01	TUBO 1 1 4
GERES82449	07	TUBO 1 1 4
GERES82798	01	GRAMPO 23 10 GALVANIZADO CX C 5000
GERES82798	07	GRAMPO 23 10 GALVANIZADO CX C 5000
GERES82892	01	PINCEL MARCADOR PARA CD DVD AZUL 2 0 PILOT
GERES82892	07	PINCEL MARCADOR PARA CD DVD AZUL 2 0 PILOT
GERES83847	01	CONECTOR BOX 3 4
GERES83847	07	CONECTOR BOX 3 4
GERES83854	01	COTOVELEIRA P MOTOQUEIRO
GERES83854	06	COTOVELEIRA P MOTOQUEIRO
GERES83854	10	COTOVELEIRA P MOTOQUEIRO
GERES83934	01	FITILHO PLASTICO BARBANTE
GERES83934	07	FITILHO PLASTICO BARBANTE
GERES83951	01	GRAMPEADOR CIS C 10
GERES83951	07	GRAMPEADOR CIS C 10
GERES85452	01	ESSENCIA UBON 500ML LIMA LIMAO CX C/ 06 UN
GERES85452	07	ESSENCIA UBON 500ML LIMA LIMAO CX C/ 06 UN
GERES85507	01	CALCO INFERIOR DO FEIXE DE MOLA
GERES85507	07	CALCO INFERIOR DO FEIXE DE MOLA
GERES85705	01	TINTA PURPURA AD 96 BRI 10P4 10 S CAT 2 7L ADVANCE
GERES85705	07	TINTA PURPURA AD 96 BRI 10P4 10 S CAT 2 7L ADVANCE
GERES86946	01	BOCAL CONICO 15MM P TOCHAS TBI REF 353 453 463 ESAB
GERES86946	07	BOCAL CONICO 15MM P TOCHAS TBI REF 353 453 463 ESAB
GERES87022	07	PERFURADORA P ENCADERNACAO ATE 15 FOLHAS WYRLEM
GERES87434	01	BOBINA DE PAPEL BRANCO TERMICA 80X200X1V
GERES87434	07	BOBINA DE PAPEL BRANCO TERMICA 80X200X1V
GERES87594	01	COPO DESC AGUA PS BR 200ML PCT PCT 100UN IBRASDE
GERES87594	07	COPO DESC AGUA PS BR 200ML PCT PCT 100UN IBRASDE
GERES87648	01	PA LIXO COLETORA PL CZ CABO LG ACO 85CM SUPERPRO
GERES87648	07	PA LIXO COLETORA PL CZ CABO LG ACO 85CM SUPERPRO
GERES87657	01	PANO MULTIUSO SOFT 28X50CM 300M 35G AZ RL 600UN MR PLUS
GERES87657	07	PANO MULTIUSO SOFT 28X50CM 300M 35G AZ RL 600UN MR PLUS
GERES87699	07	CONJUNTO INTERRUPTOR PARA MANUTENCAO DE PARAFUSADEIRA
GERES88261	01	CHAVE SOQUETE IMPACTO 3/4
GERES88261	07	CHAVE SOQUETE IMPACTO 3/4
GERES88266	07	KIT DE MANUTENCAO LEXMARK  MX72X/MS82X/MX82X
GERES88328	01	FITA BANDIT DE 19 MM
GERES89696	01	MANILHA 1
GERES89696	07	MANILHA 1
GERES90190	01	FILTRO 3M 2078
GERES90190	07	FILTRO 3M 2078
GERES90478	01	CAPA P  MANGUEIRA DE 1 TRANCADO DE ACO 5 8
GERES90478	07	CAPA P  MANGUEIRA DE 1 TRANCADO DE ACO 5 8
GERES90487	01	ADESIVO FIXA PARABRISA PU 400G
GERES90487	07	ADESIVO FIXA PARABRISA PU 400G
GERES90943	07	CALCO TRAZEIRO
GERES91279	01	CLIPS CABO ACO 5 16 N 8
GERES91279	07	CLIPS CABO ACO 5 16 N 8
GERES91320	01	CORPO TOCHA SU 26 COD TA017
GERES91320	07	CORPO TOCHA SU 26 COD TA017
GERES91321	01	CORPO TOCHA SU9 COMPLETO
GERES91321	07	CORPO TOCHA SU9 COMPLETO
GERES91330	07	CURVA 90 CURTA ESGOTO 100MM
GERES91352	01	DIJUNTOR GERAL STECK
GERES91352	07	DIJUNTOR GERAL STECK
GERES91362	01	DISJUNTOR
GERES91362	07	DISJUNTOR
GERES91445	01	FERROLHO FIO REDONDO 21 2
GERES91445	07	FERROLHO FIO REDONDO 21 2
GERES91517	01	GRAMPO U 1 X 1 4
GERES91518	07	GRAMPO U 3 X 1 2
GERES91739	01	PLAFONIR PORCELANA RADIAL
GERES91739	07	PLAFONIR PORCELANA RADIAL
GERES91854	01	TINTA JOMATIC 80 STD COMP B 0
GERES91854	07	TINTA JOMATIC 80 STD COMP B 0
GERES92115	07	BOTA MICROFIBRA C/ ELAST MARLUVAS T35
GERES92972	01	FILME STRETCH 0 17 MICRAS
GERES92972	07	FILME STRETCH 0 17 MICRAS
GERES93308	01	COLA ARALDITE HOBBY 10MIN 16G
GERES93308	07	COLA ARALDITE HOBBY 10MIN 16G
GERES93864	01	ABRACADEIRA DE NYLON 500MM
GERES93864	07	ABRACADEIRA DE NYLON 500MM
GERES94852	07	OCULOS FENIX ANTIEMBACANTE CA 19625
GERES95328	01	CARTAO PWCM REV 03 17543
GERES95328	07	CARTAO PWCM REV 03 17543
GERES95686	07	BARRA CHATA A36 4 X 1 4
GERES96160	01	EMBALADORA SELADORA APLICADOR DE FILME PVC
GERES96160	07	EMBALADORA SELADORA APLICADOR DE FILME PVC
GERES96734	01	REFIL MOP PO ACRIL PONTA CORT 80 CM AZ COD16406 KUNBER
GERES96734	07	REFIL MOP PO ACRIL PONTA CORT 80 CM AZ COD16406 KUNBER
GERES96737	01	REFIL MOP PO ALG PONTA CORT 60 CM BR COD16402 KUNBER
GERES96737	07	REFIL MOP PO ALG PONTA CORT 60 CM BR COD16402 KUNBER
GERES97129	07	CAMISA POLO MASC PADRAO GMP T P
GERES97454	01	GRAMPO 106 8 CX C 2500
GERES97454	07	GRAMPO 106 8 CX C 2500
GERES97839	07	MOP GIRATORIO NOBRE
GERES97992	01	REFLETOR 200W
GERES97992	07	REFLETOR 200W
GERES98553	01	CHAVE AM SX ESQ C PINO P PORTA SACO DOB R390823 TTS
GERES98553	07	CHAVE AM SX ESQ C PINO P PORTA SACO DOB R390823 TTS
GERES99005	01	CAMISETA GOLA CARECA PV CINZA CLARA CHANTILLY PREMIUM TXG
GERES99114	01	TINTA EPOXI VERMELHO COLORMASTIC 2.88 LTS
GERES99119	01	TINTA ESMALTE SINTETICO AZUL DEL REY COLORLUX 3.6 LTS
GERES99119	07	TINTA ESMALTE SINTETICO AZUL DEL REY COLORLUX 3.6 LTS
GERES99132	01	TINTA ESMALTE SINTETICO LARANJA COLORLUX 3.6 LTS
GERES99132	07	TINTA ESMALTE SINTETICO LARANJA COLORLUX 3.6 LTS
GERES99167	01	PORCA SEXTAVADA M8 ZINCADA
GERES99167	07	PORCA SEXTAVADA M8 ZINCADA
GERES99334	01	FERROLHO FIO CHATO 3 5
GERES99334	07	FERROLHO FIO CHATO 3 5
GERES99380	01	NIVELADOR DE ESCADAS
GERES99380	06	NIVELADOR DE ESCADAS
GERES99380	10	NIVELADOR DE ESCADAS
GERES99395	01	PLAQUETA IDENTIFICACAO DROP OPTICO AEREO 9X4CM
GERES99673	01	BOTINA NOBUK BRACOL C/ BIC DE PLAST CA 40872 N33
GERES999YB	01	FACILITA AGUA SANITARIA 5L AUDAX
GERES999YB	07	FACILITA AGUA SANITARIA 5L AUDAX
GERES999YR	01	GOLD DETERGENTE CLORADO 5L AUDAX
GERES999YR	07	GOLD DETERGENTE CLORADO 5L AUDAX
GERES99A1H	01	CHICOTE PRINCIPAL B7329510 (MC125)
GERES99A1I	10	CHICOTE DO MOTOR B7200465 (MC125)
GERES99A1J	01	MOTOR DE TRACAO B7312215 (MC125)
GERES99AHO	01	SUPORTE DE ACRILICO
GERES99AHO	07	SUPORTE DE ACRILICO
GERES99AI0	01	CONTACTOR B70 24VDC 100A
GERES99AJ7	07	FILTRO RACOR - RT201
GERES99AJR	01	TINTA SPRAY DECOR
GERES99AJR	07	TINTA SPRAY DECOR
GERES99AL6	01	MOP PO MICROFIBRA 47CM
GERES99AL6	07	MOP PO MICROFIBRA 47CM
GERES99AMF	01	AFIADOR DE CORRENTES PARA MOTOSSERRA
GERES99AMF	10	AFIADOR DE CORRENTES PARA MOTOSSERRA
GERES99AMG	01	AGUA DESMINERALIZADA
GERES99AMG	07	AGUA DESMINERALIZADA
GERES99AMJ	01	AGULHAO PARA COLOCACAO DE LINHA DE VIDA EM POSTE CONCRETO
GERES99AMJ	06	AGULHAO PARA COLOCACAO DE LINHA DE VIDA EM POSTE CONCRETO
GERES99AMJ	10	AGULHAO PARA COLOCACAO DE LINHA DE VIDA EM POSTE CONCRETO
GERES99AMK	01	ALAVANCA 1.1/4 X 2,20M
GERES99AMK	06	ALAVANCA 1.1/4 X 2,20M
GERES99AMK	10	ALAVANCA 1.1/4 X 2,20M
GERES99AMT	01	ALCA PARA MANGA ISOLANTE
GERES99AMU	01	ALCA PREF CORD ACO-ZN 9,50MM 6X2.54MM 965MM LRJ
GERES99ANF	01	ALCA PREF SERV CONC LIGA-ALUM 8,70-9,70MM 325MM VRD
GERES99AO6	01	ALCA PREF. SECCIONADOR PREF. P/ CERCA 4,19MM 3,25MM
GERES99AOK	01	ALICATE BOMBA DAGUA 10 ISOLADO 1000V
GERES99AOL	01	ALICATE BOMBA DAGUA 12 - ISOLADO
GERES99AOL	10	ALICATE BOMBA DAGUA 12 - ISOLADO
GERES99AOP	01	ALICATE BOMBA DAGUA 9,5 POL. ISOLADO 1000V BELZER
GERES99AOP	06	ALICATE BOMBA DAGUA 9,5 POL. ISOLADO 1000V BELZER
GERES99AOP	10	ALICATE BOMBA DAGUA 9,5 POL. ISOLADO 1000V BELZER
GERES99AOV	01	ALICATE DE COMPRESSAO MECANICA COM ESTOJO
GERES99AOV	05	ALICATE DE COMPRESSAO MECANICA COM ESTOJO
GERES99AOV	06	ALICATE DE COMPRESSAO MECANICA COM ESTOJO
GERES99AOV	10	ALICATE DE COMPRESSAO MECANICA COM ESTOJO
GERES99AOV	14	ALICATE DE COMPRESSAO MECANICA COM ESTOJO
GERES99AOW	01	ALICATE DE CORTE DIAGONAL 6 ISO. 1.000V TRAMONTINA PRO
GERES99AOY	01	ALICATE DECAPADOR DE FIO / CABO DE 6MM A 25MM
GERES99AOY	07	ALICATE DECAPADOR DE FIO / CABO DE 6MM A 25MM
GERES99AP1	01	ALICATE HIDRAULICO HIDRAMAC HC 35
GERES99AP1	03	ALICATE HIDRAULICO HIDRAMAC HC 35
GERES99AP1	05	ALICATE HIDRAULICO HIDRAMAC HC 35
GERES99AP1	06	ALICATE HIDRAULICO HIDRAMAC HC 35
GERES99AP1	10	ALICATE HIDRAULICO HIDRAMAC HC 35
GERES99AP2	01	ALICATE HIDRAULICO SOLUCAO - SE 410
GERES99AP2	10	ALICATE HIDRAULICO SOLUCAO - SE 410
GERES99APH	01	APOIO PE EM POSTE DT 565MM - LEAL
GERES99APH	06	APOIO PE EM POSTE DT 565MM - LEAL
GERES99APH	10	APOIO PE EM POSTE DT 565MM - LEAL
GERES99API	01	ARAME ACO ZINCADO 8 BWG
GERES99APO	01	ARCO DE SERRA N140
GERES99APO	06	ARCO DE SERRA N140
GERES99APO	10	ARCO DE SERRA N140
GERES99AQ1	01	ARRUELA DE ALUMINIO 4
GERES99AQ1	07	ARRUELA DE ALUMINIO 4
GERES99AQ5	01	ARRUELA QUADRADA 38 X 03 X 18MM
GERES99AQG	01	BAINHA PARA FACAO 20
GERES99AQG	10	BAINHA PARA FACAO 20
GERES99AQL	01	BALDE ACO P/CONCRETO
GERES99AQL	06	BALDE ACO P/CONCRETO
GERES99AQL	10	BALDE ACO P/CONCRETO
GERES99AQN	01	BALDE DE LONA PARA ICAR FERRAMENTAS REFORCADO
GERES99AQN	06	BALDE DE LONA PARA ICAR FERRAMENTAS REFORCADO
GERES99AQN	10	BALDE DE LONA PARA ICAR FERRAMENTAS REFORCADO
GERES99AQP	01	BANDEIROLA DE SINALIZACAO COM CABO
GERES99AQP	06	BANDEIROLA DE SINALIZACAO COM CABO
GERES99AQP	10	BANDEIROLA DE SINALIZACAO COM CABO
GERES99AQQ	01	BANDEIROLA DE SINALIZACAO ESCADA VM LOGOTIPO
GERES99AQQ	10	BANDEIROLA DE SINALIZACAO ESCADA VM LOGOTIPO
GERES99AQT	01	BANDOLAS SEM ISOLAMENTO P/ LANCAMENTO DE CONDUTORES AT
GERES99AQU	01	BANQUETA ISOLANTE PARA LINHA VIVA
GERES99AQU	06	BANQUETA ISOLANTE PARA LINHA VIVA
GERES99AQU	10	BANQUETA ISOLANTE PARA LINHA VIVA
GERES99ARD	01	BASTAO DE MANOBRA ( PEGA TUDO ) 2.00M
GERES99ARD	06	BASTAO DE MANOBRA ( PEGA TUDO ) 2.00M
GERES99ARD	08	BASTAO DE MANOBRA ( PEGA TUDO ) 2.00M
GERES99ARD	10	BASTAO DE MANOBRA ( PEGA TUDO ) 2.00M
GERES99ARF	01	BASTAO DE MANOBRA (PEGA TUDO) 2.58MM
GERES99ARF	06	BASTAO DE MANOBRA (PEGA TUDO) 2.58MM
GERES99ARF	10	BASTAO DE MANOBRA (PEGA TUDO) 2.58MM
GERES99ARK	01	BASTAO GARRA 38MM X 2,96M
GERES99ARK	10	BASTAO GARRA 38MM X 2,96M
GERES99ARL	01	BASTAO GARRA 51 X 1600MM - EDP
GERES99ARL	10	BASTAO GARRA 51 X 1600MM - EDP
GERES99ARM	01	BASTAO ISO GANCHO OLHAL 32MM X 0,46 M ISOLANTE 2,05 KG
GERES99ARP	10	BASTAO MASTRO 64MMX2,83M 2SUP 38MMX2,03M 2 CO 64MM RH486251
GERES99ARQ	10	BASTAO MASTRO P/ CRUZETA AUXILIAR DIAMETRO 64 X 1,52M
GERES99ARR	10	BASTAO P/ CRUZETA AUXILIAR 64 X 1,56M
GERES99ARS	01	BASTAO PODADOR MANUAL COM ENCAIXE UNIVERSAL
GERES99ARS	06	BASTAO PODADOR MANUAL COM ENCAIXE UNIVERSAL
GERES99ARS	10	BASTAO PODADOR MANUAL COM ENCAIXE UNIVERSAL
GERES99ART	01	BASTAO SEPARADOR ISO CORDA 25MM X 1,70MT TUB ISO RITZGLAS
GERES99ARU	01	BASTAO TIRA-PIPA COM PINOS TR
GERES99ARV	01	BASTAO TRACAO COM ESPIRAL 32X700MM
GERES99ARV	10	BASTAO TRACAO COM ESPIRAL 32X700MM
GERES99ARW	01	BASTAO UNIVERSAL COM 2 CABECOTES 38X2960MM
